[0.000000] (-) TimerEvent: {}
[2.654523] (px4_msgs) StdoutLine: {'line': b'-- Using PYTHON_INCLUDE_DIRS: /usr/include/python3.10\n'}
[2.654551] (px4_msgs) StdoutLine: {'line': b'-- Using PYTHON_LIBRARIES: /usr/lib/x86_64-linux-gnu/libpython3.10.so\n'}
[2.673575] (px4_msgs) StdoutLine: {'line': b'-- Found PythonExtra: .so  \n'}
[2.705136] (-) TimerEvent: {}
[2.756568] (px4_msgs) StdoutLine: {'line': b'-- Configuring done\n'}
[2.805247] (-) TimerEvent: {}
[2.905578] (-) TimerEvent: {}
[3.005920] (-) TimerEvent: {}
[3.067210] (px4_msgs) StdoutLine: {'line': b'-- Generating done\n'}
[3.103635] (px4_msgs) StdoutLine: {'line': b'-- Build files have been written to: /home/telemaque/Robotics_Lab/ros2_ws/build/px4_msgs\n'}
[3.106035] (-) TimerEvent: {}
[3.119407] (px4_msgs) CommandEnded: {'returncode': 0}
[3.120033] (px4_msgs) JobProgress: {'identifier': 'px4_msgs', 'progress': 'build'}
[3.120945] (px4_msgs) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/telemaque/Robotics_Lab/ros2_ws/build/px4_msgs', '--', '-j12', '-l12'], 'cwd': '/home/telemaque/Robotics_Lab/ros2_ws/build/px4_msgs', 'env': OrderedDict([('LESSOPEN', '| /usr/bin/lesspipe %s'), ('USER', 'telemaque'), ('LC_TIME', 'it_IT.UTF-8'), ('XDG_SESSION_TYPE', 'wayland'), ('SHLVL', '1'), ('LD_LIBRARY_PATH', '/opt/ros/humble/opt/rviz_ogre_vendor/lib:/opt/ros/humble/lib/x86_64-linux-gnu:/opt/ros/humble/lib'), ('HOME', '/home/telemaque'), ('OLDPWD', '/home/telemaque/Robotics_Lab/ros2_ws/PX4-Autopilot'), ('DESKTOP_SESSION', 'ubuntu'), ('ROS_PYTHON_VERSION', '3'), ('GNOME_SHELL_SESSION_MODE', 'ubuntu'), ('GTK_MODULES', 'gail:atk-bridge'), ('LC_MONETARY', 'it_IT.UTF-8'), ('SYSTEMD_EXEC_PID', '4129'), ('DBUS_SESSION_BUS_ADDRESS', 'unix:path=/run/user/1000/bus'), ('COLORTERM', 'truecolor'), ('IM_CONFIG_PHASE', '1'), ('WAYLAND_DISPLAY', 'wayland-0'), ('COLCON_PREFIX_PATH', '/home/telemaque/Robotics_Lab/ros2_ws/install'), ('ROS_DISTRO', 'humble'), ('LOGNAME', 'telemaque'), ('_', '/usr/bin/colcon'), ('ROS_VERSION', '2'), ('XDG_SESSION_CLASS', 'user'), ('USERNAME', 'telemaque'), ('TERM', 'xterm-256color'), ('GNOME_DESKTOP_SESSION_ID', 'this-is-deprecated'), ('ROS_LOCALHOST_ONLY', '0'), ('PATH', '/opt/ros/humble/bin:/home/telemaque/.local/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/opt/xtensa-esp-elf/bin/'), ('SESSION_MANAGER', 'local/telemaque-Aspire-AV14-51:@/tmp/.ICE-unix/1882,unix/telemaque-Aspire-AV14-51:/tmp/.ICE-unix/1882'), ('XDG_MENU_PREFIX', 'gnome-'), ('LC_ADDRESS', 'it_IT.UTF-8'), ('GNOME_TERMINAL_SCREEN', '/org/gnome/Terminal/screen/953b11d7_ad87_453b_a549_bf49a03c1435'), ('GNOME_SETUP_DISPLAY', ':1'), ('XDG_RUNTIME_DIR', '/run/user/1000'), ('DISPLAY', ':0'), ('LANG', 'fr_FR.UTF-8'), ('XDG_CURRENT_DESKTOP', 'ubuntu:GNOME'), ('LC_TELEPHONE', 'it_IT.UTF-8'), ('XMODIFIERS', '@im=ibus'), ('XDG_SESSION_DESKTOP', 'ubuntu'), ('XAUTHORITY', '/run/user/1000/.mutter-Xwaylandauth.XDJJJ3'), ('LS_COLORS', 'rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:'), ('GNOME_TERMINAL_SERVICE', ':1.111'), ('SSH_AGENT_LAUNCHER', 'gnome-keyring'), ('SSH_AUTH_SOCK', '/run/user/1000/keyring/ssh'), ('AMENT_PREFIX_PATH', '/opt/ros/humble'), ('SHELL', '/bin/bash'), ('LC_NAME', 'it_IT.UTF-8'), ('QT_ACCESSIBILITY', '1'), ('GDMSESSION', 'ubuntu'), ('LESSCLOSE', '/usr/bin/lesspipe %s %s'), ('LC_MEASUREMENT', 'it_IT.UTF-8'), ('LC_IDENTIFICATION', 'it_IT.UTF-8'), ('QT_IM_MODULE', 'ibus'), ('PWD', '/home/telemaque/Robotics_Lab/ros2_ws/build/px4_msgs'), ('XDG_CONFIG_DIRS', '/etc/xdg/xdg-ubuntu:/etc/xdg'), ('XDG_DATA_DIRS', '/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop'), ('PYTHONPATH', '/opt/ros/humble/lib/python3.10/site-packages:/opt/ros/humble/local/lib/python3.10/dist-packages'), ('LC_NUMERIC', 'it_IT.UTF-8'), ('LC_PAPER', 'it_IT.UTF-8'), ('COLCON', '1'), ('VTE_VERSION', '6800'), ('CMAKE_PREFIX_PATH', '/opt/ros/humble')]), 'shell': False}
[3.206188] (-) TimerEvent: {}
[3.306522] (-) TimerEvent: {}
[3.406816] (-) TimerEvent: {}
[3.507159] (-) TimerEvent: {}
[3.607544] (-) TimerEvent: {}
[3.616330] (px4_msgs) StdoutLine: {'line': b'[  0%] Built target ament_cmake_python_copy_px4_msgs\n'}
[3.618239] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[34m\x1b[1mGenerating C code for ROS interfaces\x1b[0m\n'}
[3.631431] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[34m\x1b[1mGenerating C++ code for ROS interfaces\x1b[0m\n'}
[3.707642] (-) TimerEvent: {}
[3.802366] (px4_msgs) StdoutLine: {'line': b'running egg_info\n'}
[3.802940] (px4_msgs) StdoutLine: {'line': b'creating px4_msgs.egg-info\n'}
[3.803093] (px4_msgs) StdoutLine: {'line': b'writing px4_msgs.egg-info/PKG-INFO\n'}
[3.803208] (px4_msgs) StdoutLine: {'line': b'writing dependency_links to px4_msgs.egg-info/dependency_links.txt\n'}
[3.803314] (px4_msgs) StdoutLine: {'line': b'writing top-level names to px4_msgs.egg-info/top_level.txt\n'}
[3.803409] (px4_msgs) StdoutLine: {'line': b"writing manifest file 'px4_msgs.egg-info/SOURCES.txt'\n"}
[3.805499] (px4_msgs) StdoutLine: {'line': b"reading manifest file 'px4_msgs.egg-info/SOURCES.txt'\n"}
[3.805795] (px4_msgs) StdoutLine: {'line': b"writing manifest file 'px4_msgs.egg-info/SOURCES.txt'\n"}
[3.807749] (-) TimerEvent: {}
[3.830456] (px4_msgs) StdoutLine: {'line': b'[  0%] Built target ament_cmake_python_build_px4_msgs_egg\n'}
[3.907856] (-) TimerEvent: {}
[4.008117] (-) TimerEvent: {}
[4.108370] (-) TimerEvent: {}
[4.208680] (-) TimerEvent: {}
[4.308972] (-) TimerEvent: {}
[4.409271] (-) TimerEvent: {}
[4.509554] (-) TimerEvent: {}
[4.609870] (-) TimerEvent: {}
[4.710138] (-) TimerEvent: {}
[4.810461] (-) TimerEvent: {}
[4.910850] (-) TimerEvent: {}
[5.011213] (-) TimerEvent: {}
[5.111529] (-) TimerEvent: {}
[5.211840] (-) TimerEvent: {}
[5.312150] (-) TimerEvent: {}
[5.412455] (-) TimerEvent: {}
[5.512749] (-) TimerEvent: {}
[5.613050] (-) TimerEvent: {}
[5.713359] (-) TimerEvent: {}
[5.813671] (-) TimerEvent: {}
[5.913973] (-) TimerEvent: {}
[6.014276] (-) TimerEvent: {}
[6.114556] (-) TimerEvent: {}
[6.214845] (-) TimerEvent: {}
[6.315139] (-) TimerEvent: {}
[6.415430] (-) TimerEvent: {}
[6.515728] (-) TimerEvent: {}
[6.616088] (-) TimerEvent: {}
[6.716382] (-) TimerEvent: {}
[6.816691] (-) TimerEvent: {}
[6.916972] (-) TimerEvent: {}
[7.017258] (-) TimerEvent: {}
[7.117541] (-) TimerEvent: {}
[7.217863] (-) TimerEvent: {}
[7.318137] (-) TimerEvent: {}
[7.418422] (-) TimerEvent: {}
[7.518708] (-) TimerEvent: {}
[7.618973] (-) TimerEvent: {}
[7.719248] (-) TimerEvent: {}
[7.819509] (-) TimerEvent: {}
[7.919806] (-) TimerEvent: {}
[8.020074] (-) TimerEvent: {}
[8.120346] (-) TimerEvent: {}
[8.220602] (-) TimerEvent: {}
[8.320846] (-) TimerEvent: {}
[8.421094] (-) TimerEvent: {}
[8.521344] (-) TimerEvent: {}
[8.621628] (-) TimerEvent: {}
[8.721900] (-) TimerEvent: {}
[8.822204] (-) TimerEvent: {}
[8.922495] (-) TimerEvent: {}
[9.022815] (-) TimerEvent: {}
[9.123110] (-) TimerEvent: {}
[9.223454] (-) TimerEvent: {}
[9.323856] (-) TimerEvent: {}
[9.424209] (-) TimerEvent: {}
[9.524552] (-) TimerEvent: {}
[9.624858] (-) TimerEvent: {}
[9.725142] (-) TimerEvent: {}
[9.825437] (-) TimerEvent: {}
[9.925765] (-) TimerEvent: {}
[10.026061] (-) TimerEvent: {}
[10.126398] (-) TimerEvent: {}
[10.226676] (-) TimerEvent: {}
[10.327011] (-) TimerEvent: {}
[10.427310] (-) TimerEvent: {}
[10.527586] (-) TimerEvent: {}
[10.627864] (-) TimerEvent: {}
[10.728135] (-) TimerEvent: {}
[10.828412] (-) TimerEvent: {}
[10.928730] (-) TimerEvent: {}
[11.029019] (-) TimerEvent: {}
[11.129340] (-) TimerEvent: {}
[11.229656] (-) TimerEvent: {}
[11.329940] (-) TimerEvent: {}
[11.430269] (-) TimerEvent: {}
[11.530557] (-) TimerEvent: {}
[11.630850] (-) TimerEvent: {}
[11.731134] (-) TimerEvent: {}
[11.831417] (-) TimerEvent: {}
[11.931737] (-) TimerEvent: {}
[12.032024] (-) TimerEvent: {}
[12.132318] (-) TimerEvent: {}
[12.232595] (-) TimerEvent: {}
[12.332998] (-) TimerEvent: {}
[12.433302] (-) TimerEvent: {}
[12.533667] (-) TimerEvent: {}
[12.633944] (-) TimerEvent: {}
[12.734261] (-) TimerEvent: {}
[12.834605] (-) TimerEvent: {}
[12.934862] (-) TimerEvent: {}
[13.035138] (-) TimerEvent: {}
[13.135433] (-) TimerEvent: {}
[13.235878] (-) TimerEvent: {}
[13.336140] (-) TimerEvent: {}
[13.436428] (-) TimerEvent: {}
[13.536644] (-) TimerEvent: {}
[13.636911] (-) TimerEvent: {}
[13.737176] (-) TimerEvent: {}
[13.837509] (-) TimerEvent: {}
[13.937857] (-) TimerEvent: {}
[14.038170] (-) TimerEvent: {}
[14.138493] (-) TimerEvent: {}
[14.238863] (-) TimerEvent: {}
[14.339177] (-) TimerEvent: {}
[14.439511] (-) TimerEvent: {}
[14.539862] (-) TimerEvent: {}
[14.640167] (-) TimerEvent: {}
[14.740445] (-) TimerEvent: {}
[14.840721] (-) TimerEvent: {}
[14.941017] (-) TimerEvent: {}
[15.041324] (-) TimerEvent: {}
[15.141647] (-) TimerEvent: {}
[15.241962] (-) TimerEvent: {}
[15.342233] (-) TimerEvent: {}
[15.442499] (-) TimerEvent: {}
[15.542766] (-) TimerEvent: {}
[15.643066] (-) TimerEvent: {}
[15.743350] (-) TimerEvent: {}
[15.843681] (-) TimerEvent: {}
[15.943979] (-) TimerEvent: {}
[16.044256] (-) TimerEvent: {}
[16.144522] (-) TimerEvent: {}
[16.244821] (-) TimerEvent: {}
[16.345108] (-) TimerEvent: {}
[16.445392] (-) TimerEvent: {}
[16.545705] (-) TimerEvent: {}
[16.646029] (-) TimerEvent: {}
[16.746355] (-) TimerEvent: {}
[16.846650] (-) TimerEvent: {}
[16.946959] (-) TimerEvent: {}
[17.047254] (-) TimerEvent: {}
[17.147534] (-) TimerEvent: {}
[17.247837] (-) TimerEvent: {}
[17.348119] (-) TimerEvent: {}
[17.448418] (-) TimerEvent: {}
[17.548701] (-) TimerEvent: {}
[17.648982] (-) TimerEvent: {}
[17.749288] (-) TimerEvent: {}
[17.849580] (-) TimerEvent: {}
[17.949917] (-) TimerEvent: {}
[18.050267] (-) TimerEvent: {}
[18.150612] (-) TimerEvent: {}
[18.250948] (-) TimerEvent: {}
[18.351294] (-) TimerEvent: {}
[18.451633] (-) TimerEvent: {}
[18.551929] (-) TimerEvent: {}
[18.652238] (-) TimerEvent: {}
[18.752531] (-) TimerEvent: {}
[18.852830] (-) TimerEvent: {}
[18.953180] (-) TimerEvent: {}
[19.053496] (-) TimerEvent: {}
[19.153770] (-) TimerEvent: {}
[19.254056] (-) TimerEvent: {}
[19.354338] (-) TimerEvent: {}
[19.454654] (-) TimerEvent: {}
[19.554927] (-) TimerEvent: {}
[19.655251] (-) TimerEvent: {}
[19.755547] (-) TimerEvent: {}
[19.855838] (-) TimerEvent: {}
[19.956136] (-) TimerEvent: {}
[20.056417] (-) TimerEvent: {}
[20.156702] (-) TimerEvent: {}
[20.256996] (-) TimerEvent: {}
[20.357280] (-) TimerEvent: {}
[20.457601] (-) TimerEvent: {}
[20.557867] (-) TimerEvent: {}
[20.658135] (-) TimerEvent: {}
[20.758402] (-) TimerEvent: {}
[20.858659] (-) TimerEvent: {}
[20.958962] (-) TimerEvent: {}
[21.059228] (-) TimerEvent: {}
[21.159513] (-) TimerEvent: {}
[21.259782] (-) TimerEvent: {}
[21.360088] (-) TimerEvent: {}
[21.460399] (-) TimerEvent: {}
[21.560676] (-) TimerEvent: {}
[21.660952] (-) TimerEvent: {}
[21.761261] (-) TimerEvent: {}
[21.861568] (-) TimerEvent: {}
[21.961888] (-) TimerEvent: {}
[22.062258] (-) TimerEvent: {}
[22.162639] (-) TimerEvent: {}
[22.263026] (-) TimerEvent: {}
[22.363460] (-) TimerEvent: {}
[22.463822] (-) TimerEvent: {}
[22.564166] (-) TimerEvent: {}
[22.664471] (-) TimerEvent: {}
[22.764791] (-) TimerEvent: {}
[22.865113] (-) TimerEvent: {}
[22.965427] (-) TimerEvent: {}
[23.065737] (-) TimerEvent: {}
[23.166068] (-) TimerEvent: {}
[23.266376] (-) TimerEvent: {}
[23.366700] (-) TimerEvent: {}
[23.467010] (-) TimerEvent: {}
[23.567302] (-) TimerEvent: {}
[23.667594] (-) TimerEvent: {}
[23.767862] (-) TimerEvent: {}
[23.868121] (-) TimerEvent: {}
[23.968437] (-) TimerEvent: {}
[24.068735] (-) TimerEvent: {}
[24.169008] (-) TimerEvent: {}
[24.269324] (-) TimerEvent: {}
[24.369617] (-) TimerEvent: {}
[24.469902] (-) TimerEvent: {}
[24.570205] (-) TimerEvent: {}
[24.670492] (-) TimerEvent: {}
[24.770769] (-) TimerEvent: {}
[24.871067] (-) TimerEvent: {}
[24.971352] (-) TimerEvent: {}
[25.071628] (-) TimerEvent: {}
[25.171895] (-) TimerEvent: {}
[25.272137] (-) TimerEvent: {}
[25.372403] (-) TimerEvent: {}
[25.472688] (-) TimerEvent: {}
[25.572940] (-) TimerEvent: {}
[25.673218] (-) TimerEvent: {}
[25.773508] (-) TimerEvent: {}
[25.873797] (-) TimerEvent: {}
[25.974096] (-) TimerEvent: {}
[26.074404] (-) TimerEvent: {}
[26.174719] (-) TimerEvent: {}
[26.275027] (-) TimerEvent: {}
[26.375359] (-) TimerEvent: {}
[26.475679] (-) TimerEvent: {}
[26.576004] (-) TimerEvent: {}
[26.676404] (-) TimerEvent: {}
[26.776759] (-) TimerEvent: {}
[26.877145] (-) TimerEvent: {}
[26.977454] (-) TimerEvent: {}
[27.077772] (-) TimerEvent: {}
[27.178102] (-) TimerEvent: {}
[27.278414] (-) TimerEvent: {}
[27.378760] (-) TimerEvent: {}
[27.479096] (-) TimerEvent: {}
[27.579418] (-) TimerEvent: {}
[27.679720] (-) TimerEvent: {}
[27.779991] (-) TimerEvent: {}
[27.880299] (-) TimerEvent: {}
[27.980590] (-) TimerEvent: {}
[28.080890] (-) TimerEvent: {}
[28.181134] (-) TimerEvent: {}
[28.281439] (-) TimerEvent: {}
[28.381726] (-) TimerEvent: {}
[28.482020] (-) TimerEvent: {}
[28.582318] (-) TimerEvent: {}
[28.682626] (-) TimerEvent: {}
[28.782906] (-) TimerEvent: {}
[28.883205] (-) TimerEvent: {}
[28.983524] (-) TimerEvent: {}
[29.083833] (-) TimerEvent: {}
[29.184143] (-) TimerEvent: {}
[29.284433] (-) TimerEvent: {}
[29.384714] (-) TimerEvent: {}
[29.484982] (-) TimerEvent: {}
[29.585272] (-) TimerEvent: {}
[29.685543] (-) TimerEvent: {}
[29.785848] (-) TimerEvent: {}
[29.886130] (-) TimerEvent: {}
[29.986399] (-) TimerEvent: {}
[30.086639] (-) TimerEvent: {}
[30.186932] (-) TimerEvent: {}
[30.287125] (-) TimerEvent: {}
[30.387471] (-) TimerEvent: {}
[30.487722] (-) TimerEvent: {}
[30.588195] (-) TimerEvent: {}
[30.688550] (-) TimerEvent: {}
[30.788952] (-) TimerEvent: {}
[30.889260] (-) TimerEvent: {}
[30.989636] (-) TimerEvent: {}
[31.089985] (-) TimerEvent: {}
[31.190332] (-) TimerEvent: {}
[31.290652] (-) TimerEvent: {}
[31.390942] (-) TimerEvent: {}
[31.491264] (-) TimerEvent: {}
[31.591607] (-) TimerEvent: {}
[31.691952] (-) TimerEvent: {}
[31.792255] (-) TimerEvent: {}
[31.892565] (-) TimerEvent: {}
[31.992843] (-) TimerEvent: {}
[32.093157] (-) TimerEvent: {}
[32.193470] (-) TimerEvent: {}
[32.293789] (-) TimerEvent: {}
[32.394068] (-) TimerEvent: {}
[32.494353] (-) TimerEvent: {}
[32.594656] (-) TimerEvent: {}
[32.694948] (-) TimerEvent: {}
[32.795252] (-) TimerEvent: {}
[32.895517] (-) TimerEvent: {}
[32.995811] (-) TimerEvent: {}
[33.096130] (-) TimerEvent: {}
[33.196390] (-) TimerEvent: {}
[33.296683] (-) TimerEvent: {}
[33.396982] (-) TimerEvent: {}
[33.497280] (-) TimerEvent: {}
[33.597563] (-) TimerEvent: {}
[33.697851] (-) TimerEvent: {}
[33.798145] (-) TimerEvent: {}
[33.898443] (-) TimerEvent: {}
[33.998792] (-) TimerEvent: {}
[34.099122] (-) TimerEvent: {}
[34.199398] (-) TimerEvent: {}
[34.299666] (-) TimerEvent: {}
[34.399950] (-) TimerEvent: {}
[34.500235] (-) TimerEvent: {}
[34.600536] (-) TimerEvent: {}
[34.700825] (-) TimerEvent: {}
[34.801134] (-) TimerEvent: {}
[34.901430] (-) TimerEvent: {}
[35.001833] (-) TimerEvent: {}
[35.102087] (-) TimerEvent: {}
[35.202328] (-) TimerEvent: {}
[35.302631] (-) TimerEvent: {}
[35.403020] (-) TimerEvent: {}
[35.503474] (-) TimerEvent: {}
[35.603772] (-) TimerEvent: {}
[35.704102] (-) TimerEvent: {}
[35.804411] (-) TimerEvent: {}
[35.904730] (-) TimerEvent: {}
[36.005054] (-) TimerEvent: {}
[36.105341] (-) TimerEvent: {}
[36.206146] (-) TimerEvent: {}
[36.306474] (-) TimerEvent: {}
[36.408707] (-) TimerEvent: {}
[36.509071] (-) TimerEvent: {}
[36.609462] (-) TimerEvent: {}
[36.710335] (-) TimerEvent: {}
[36.810940] (-) TimerEvent: {}
[36.912379] (-) TimerEvent: {}
[37.015158] (-) TimerEvent: {}
[37.115540] (-) TimerEvent: {}
[37.215912] (-) TimerEvent: {}
[37.316297] (-) TimerEvent: {}
[37.416753] (-) TimerEvent: {}
[37.517427] (-) TimerEvent: {}
[37.617831] (-) TimerEvent: {}
[37.721709] (-) TimerEvent: {}
[37.822737] (px4_msgs) StdoutLine: {'line': b'[  0%] Built target px4_msgs__cpp\n'}
[37.823018] (-) TimerEvent: {}
[37.844801] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[34m\x1b[1mGenerating C++ type support dispatch for ROS interfaces\x1b[0m\n'}
[37.849413] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[34m\x1b[1mGenerating C++ type support for eProsima Fast-RTPS\x1b[0m\n'}
[37.853572] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[34m\x1b[1mGenerating C++ introspection for ROS interfaces\x1b[0m\n'}
[37.923136] (-) TimerEvent: {}
[38.024480] (-) TimerEvent: {}
[38.124878] (-) TimerEvent: {}
[38.225588] (-) TimerEvent: {}
[38.325936] (-) TimerEvent: {}
[38.357711] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_armed__functions.c.o\x1b[0m\n'}
[38.358103] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/action_request__functions.c.o\x1b[0m\n'}
[38.358196] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_controls_status__functions.c.o\x1b[0m\n'}
[38.358250] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_servos__functions.c.o\x1b[0m\n'}
[38.358298] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_outputs__functions.c.o\x1b[0m\n'}
[38.358345] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_servos_trim__functions.c.o\x1b[0m\n'}
[38.358395] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_motors__functions.c.o\x1b[0m\n'}
[38.359906] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/adc_report__functions.c.o\x1b[0m\n'}
[38.362629] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/actuator_test__functions.c.o\x1b[0m\n'}
[38.416218] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/airspeed__functions.c.o\x1b[0m\n'}
[38.416858] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/airspeed_validated__functions.c.o\x1b[0m\n'}
[38.417073] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/airspeed_wind__functions.c.o\x1b[0m\n'}
[38.417428] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/arming_check_reply__functions.c.o\x1b[0m\n'}
[38.418649] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/arming_check_request__functions.c.o\x1b[0m\n'}
[38.419624] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/battery_info__functions.c.o\x1b[0m\n'}
[38.422381] (px4_msgs) StdoutLine: {'line': b'[  0%] \x1b[32mBuilding C object CMakeFiles/px4_msgs__rosidl_generator_c.dir/rosidl_generator_c/px4_msgs/msg/detail/autotune_attitude_control_status__functions.c.o\x1b[0m\n'}
